ATM_ID,Location_Type,Manufacturer,Year_of_Installation,Service_Contract_Type,Last_Maintenance_Date,Frequency_of_Maintenance,Downtime_Duration_hours,Number_of_Incidents,Maintenance_Costs_USD,Transaction_Volumes,Average_Withdrawal_Amount,Card_Reader_Error_Rate_percent,Cash_Dispenser_Jam_Rate_percent,ATM_Age_Years
ATM_405,Standalone,NCR,2008,Self-Service,19-07-2022,2,68.91662105,1,344.9697927,15866,66.21533421,4.500867419,0.396102996,0
ATM_406,Bank Branch,Diebold,2022,Full-Service,01-02-2020,3,45.23599212,4,607.0182297,17951,100.3787985,2.82880547,1.556727124,9
ATM_407,Bank Branch,Wincor Nixdorf,2019,Parts-Only,26-02-2007,0,40.53198263,3,542.731493,17019,,2.217571693,3.115949285,22
ATM_408,Airport,Diebold,2023,,04-01-2019,4,54.47030023,3,,11629,120.8775409,3.220879254,2.153695781,1
ATM_409,Bank Branch,,2016,Self-Service,09-05-2020,3,30.85380148,4,455.1113581,,91.96228029,0.630691129,2.759019422,19
ATM_410,Shopping Mall,Diebold,,Full-Service,02-05-2016,1,78.31218672,1,687.0506607,11591,113.4789861,1.451440211,3.602334754,18
ATM_411,Bank Branch,Wincor Nixdorf,,Self-Service,,3,55.22569844,2,534.4112296,,72.30739811,4.726565044,2.76535424,16
ATM_412,Airport,Wincor Nixdorf,2016,,02-09-2023,2,42.40668594,4,230.3089569,,94.91113427,1.932696308,2.84218183,7
,Bank Branch,Diebold,2005,Full-Service,23-07-2016,0,63.19486418,2,295.0757706,,91.39263828,1.416559631,2.907038079,9
ATM_414,Bank Branch,Wincor Nixdorf,2012,Full-Service,23-06-2020,6,8.829992473,2,415.6797849,,96.17107665,3.086082689,2.554590277,20
ATM_415,Airport,Wincor Nixdorf,2000,Parts-Only,06-06-2004,2,21.04297502,6,625.5159544,9960,100.0291841,,1.003716475,12
ATM_416,Shopping Mall,Diebold,2012,Full-Service,07-06-2006,2,54.46245371,4,389.6082504,17093,84.11102941,0.442064141,1.468878291,20
ATM_417,Shopping Mall,Diebold,2001,Full-Service,25-07-2022,3,57.87739377,5,398.7944367,3289,110.830621,3.991592626,2.509474011,17
,Shopping Mall,NCR,2013,Self-Service,07-03-2000,4,34.3719581,1,350.0662476,,108.2641935,0.125295221,4.154597025,1
,Bank Branch,NCR,2023,Self-Service,30-05-2011,1,42.56619492,4,693.3975405,11320,113.1200796,1.781743915,,21
,Shopping Mall,Wincor Nixdorf,2019,,23-05-2014,2,63.1013292,2,,10919,86.08559424,3.750388662,3.695428045,17
ATM_421,Airport,Wincor Nixdorf,2013,Parts-Only,,1,71.76636566,,,1027,147.7239232,0.436610233,0.234714783,9
ATM_422,Standalone,,,Self-Service,20-08-2021,0,77.59036813,2,132.8398285,4752,132.2294618,2.804995191,1.149660556,5
ATM_423,Airport,Wincor Nixdorf,2003,Self-Service,20-08-2020,3,50.58123396,1,,3797,118.819173,,1.029221781,3
ATM_424,Bank Branch,NCR,2006,Full-Service,10-04-2011,4,70.41345815,4,410.1795854,11274,,,4.812254043,20
ATM_425,,Wincor Nixdorf,,Full-Service,14-04-2016,2,47.01709169,3,390.6964403,7857,109.8892742,2.14018159,2.316307024,18
ATM_426,Standalone,Wincor Nixdorf,2022,Self-Service,03-08-2015,,31.18706534,4,470.5814979,15608,103.7367532,4.853850748,2.257229244,4
ATM_427,Standalone,NCR,2007,Parts-Only,14-01-2010,3,,6,,,,2.861612066,2.807636708,13
ATM_428,Bank Branch,NCR,2000,Full-Service,06-09-2004,2,45.54483284,3,586.8820672,16571,98.22901256,3.698449427,0.607695015,18
ATM_429,Bank Branch,Diebold,2022,Full-Service,03-04-2017,1,67.46170075,1,,2207,104.8214296,4.701356077,3.960335727,16
ATM_430,Bank Branch,,2014,,01-10-2016,1,48.7615084,2,660.7913365,1538,117.2315857,4.380289804,2.290458164,8
,Shopping Mall,Wincor Nixdorf,2000,Parts-Only,,2,56.4364621,0,461.3748908,2632,,3.125427371,,18
ATM_432,Bank Branch,,2019,Self-Service,15-08-2005,2,42.67380158,2,825.2440062,13512,89.09565397,3.974404937,3.072464669,20
ATM_433,Airport,Diebold,2021,Full-Service,,1,44.33763594,3,,14458,127.9029979,2.315734307,2.860805061,15
ATM_434,Airport,NCR,2021,Self-Service,23-01-2019,1,39.09827144,2,330.6231381,17935,112.5277477,1.625362702,1.552546479,21
ATM_435,Standalone,Diebold,2019,Self-Service,16-06-2020,4,46.76690471,3,595.2041971,10013,101.163117,3.330867981,0.057834963,3
,Standalone,Wincor Nixdorf,2013,Self-Service,17-03-2002,2,52.7953477,1,541.4688593,7307,,3.334784441,4.591436602,
ATM_437,Bank Branch,Wincor Nixdorf,2001,Full-Service,11-03-2019,2,53.4685597,3,332.5366,6776,145.1417391,2.255339023,2.699072276,16
ATM_438,Standalone,Diebold,2005,Parts-Only,16-08-2019,7,47.08488449,1,418.0709054,6398,95.2253636,3.842990865,1.450366639,14
ATM_439,,Diebold,2010,Self-Service,02-05-2002,2,54.8046711,5,600.9459243,19687,116.3829667,4.577500766,2.362757033,2
ATM_440,Standalone,NCR,2021,Parts-Only,26-06-2018,2,,6,511.8617189,2606,118.9474894,2.184104912,2.691889405,17
ATM_441,,Diebold,2020,Parts-Only,18-06-2002,7,48.26209025,0,419.3436483,10019,110.7716519,3.624549918,4.660993566,12
ATM_442,Airport,NCR,2023,Self-Service,,3,,3,819.2285942,17549,69.05284846,1.425611882,3.385509126,20
ATM_443,Airport,Wincor Nixdorf,2015,Parts-Only,19-02-2019,2,62.03655003,,405.8076792,15771,76.85308975,0.437966879,1.411199811,2
ATM_444,,NCR,2013,Parts-Only,22-05-2009,2,59.61192852,2,492.141933,3518,73.25035932,1.651537973,4.049688203,16
,Shopping Mall,Wincor Nixdorf,,Full-Service,16-05-2001,1,48.55589533,1,290.7996815,16171,128.1974156,3.475622919,1.604574171,3
ATM_446,Airport,,2022,Self-Service,04-12-2005,1,46.31049759,1,612.0636814,16805,110.4357533,2.547990223,4.385126104,11
ATM_447,Bank Branch,Wincor Nixdorf,2006,Self-Service,,0,,1,436.8424951,7017,116.0224493,2.929268853,1.159092401,
ATM_448,Shopping Mall,Diebold,2008,,23-07-2008,0,63.20615949,2,486.5784632,11978,106.3782333,2.793115081,3.521376661,18
ATM_449,Standalone,Diebold,2023,,26-12-2015,0,49.34496259,4,443.9747247,18505,106.8687284,3.870274743,4.228042102,22
ATM_450,,Wincor Nixdorf,2005,Self-Service,03-03-2024,1,53.76289268,2,624.0159398,,110.1069569,1.445715169,2.515247289,6
ATM_451,Airport,Wincor Nixdorf,2022,Full-Service,10-04-2011,2,29.8438778,,662.8294794,17581,101.2003108,3.018227148,2.150977556,14
ATM_452,Airport,Diebold,,Parts-Only,10-05-2009,2,53.70847384,5,695.5251463,5697,105.9228375,1.452168376,4.556121859,21
ATM_453,Airport,NCR,2023,,03-01-2022,2,52.49168489,4,764.1205785,,89.68458565,3.187487305,2.421601362,20
ATM_454,Standalone,Wincor Nixdorf,2001,Parts-Only,12-02-2004,,24.61404703,5,533.0069903,2925,91.69429362,0.95228836,3.603993193,4
ATM_455,Standalone,Wincor Nixdorf,2018,Self-Service,20-01-2007,5,39.43816698,2,614.878741,17391,,3.518594324,4.259401475,9
ATM_456,Standalone,NCR,,Self-Service,23-06-2009,2,57.14771072,,339.9113799,15175,,2.544532776,0.298996208,16
ATM_457,Airport,Wincor Nixdorf,2018,Self-Service,09-02-2022,4,46.560781,0,504.9898415,9118,94.06509392,,0.040268944,8
ATM_458,Airport,NCR,2009,Self-Service,24-12-2022,2,57.73509043,1,594.0244961,,90.28542663,3.262109745,4.438448617,8
ATM_459,Bank Branch,Diebold,2014,Self-Service,21-02-2006,4,41.97913523,1,740.8830756,1655,78.63673607,3.790625592,3.635005195,11
ATM_460,,NCR,2000,Full-Service,20-06-2017,2,31.81506449,1,492.6068946,10271,81.52923047,0.655913574,1.389053707,22
ATM_461,Bank Branch,Wincor Nixdorf,2015,Self-Service,15-05-2007,1,,2,317.8130939,7864,,1.428246371,4.889277878,9
ATM_462,Standalone,Diebold,2002,Self-Service,,2,,1,418.3036376,17653,118.3432041,2.570596648,3.00661634,19
,Bank Branch,Diebold,2023,Full-Service,,,41.38459379,3,568.9775676,13313,,3.597632201,2.794038775,
ATM_464,Bank Branch,Diebold,2002,Self-Service,06-03-2012,1,55.92979039,2,275.9736874,2493,102.9712355,3.085285071,0.512007763,3
,Standalone,Diebold,2013,Parts-Only,04-02-2014,1,54.3516772,,5804.383586,11891,110.5009646,3.369250747,0.904683882,16
ATM_466,Bank Branch,,2011,Full-Service,30-03-2015,4,45.42033679,3,483.4715353,2651,,3.911855794,2.423992083,
ATM_467,Airport,NCR,2022,Self-Service,09-02-2019,0,42.55756775,6,,7490,99.97523529,3.722601326,,11
ATM_468,Shopping Mall,NCR,2017,Self-Service,17-01-2024,0,55.62231635,4,716.412679,,101.6651757,1.571082774,3.568783527,13
ATM_469,Shopping Mall,,2001,Self-Service,27-08-2006,1,66.54720944,3,517.0148971,8785,103.5609906,0.032340416,1.374572088,22
ATM_470,Standalone,Wincor Nixdorf,2015,,02-11-2007,3,49.08589469,2,265.2095628,8494,59.89558885,4.186242444,2.356504811,22
ATM_471,Shopping Mall,Diebold,,Parts-Only,11-03-2007,0,42.19072322,,466.262492,7893,,3.942331735,3.39491162,16
ATM_472,Standalone,Wincor Nixdorf,2008,Parts-Only,18-12-2001,0,42.49801239,5,490.7322685,14166,135.2207865,1.404324619,2.098863675,22
,Airport,NCR,,Parts-Only,03-03-2001,1,61.12668413,3,,3389,92.45588471,0.717294774,4.446983135,
ATM_474,Bank Branch,NCR,2015,Parts-Only,05-02-2018,0,,3,479.3273506,4661,101.6678843,0.685020771,1.316432389,1
ATM_475,Bank Branch,Diebold,2002,Parts-Only,16-09-2007,2,37.90413614,2,469.1634683,13842,,4.503015806,2.621734473,13
ATM_476,Airport,Wincor Nixdorf,2004,Parts-Only,20-05-2014,1,56.07124991,4,353.6953112,12522,97.81734232,0.060119339,3.969079995,2
ATM_477,Airport,,2011,Parts-Only,10-03-2002,1,77.91749815,4,525.848151,8490,137.5221802,4.744412548,3.787365201,15
ATM_478,Airport,NCR,2019,Full-Service,02-09-2009,3,55.37726187,4,407.1088548,1377,89.43803024,1.600685547,3.333556366,
ATM_479,Airport,Wincor Nixdorf,2011,Parts-Only,15-06-2011,1,30.63357038,2,499.5545611,11367,111.9127158,2.043757093,4.429463404,0
,Shopping Mall,NCR,2003,Full-Service,07-04-2021,2,62.04019856,4,417.6130036,10174,81.44953785,3.290993335,2.301585986,17
ATM_481,Bank Branch,Wincor Nixdorf,2003,Self-Service,13-08-2003,,59.53656657,,741.3243905,17704,105.3482497,0.956019942,,
ATM_482,Airport,Diebold,2023,Full-Service,24-10-2021,2,55.94769067,2,530.3684662,17443,92.55572418,3.082864856,2.524853124,2
ATM_483,Airport,Wincor Nixdorf,2003,Full-Service,14-08-2008,2,73.24819954,5,,19016,85.41619288,1.339361066,3.894612827,13
ATM_484,Shopping Mall,Diebold,2012,Full-Service,12-11-2006,5,69.99834606,4,8120.859212,11089,95.48259024,2.986514958,2.86592763,21
ATM_485,Shopping Mall,Wincor Nixdorf,2002,Self-Service,25-02-2009,4,75.31108488,6,,18879,,4.144036356,,8
ATM_486,Shopping Mall,NCR,2021,Full-Service,03-04-2020,1,65.45782165,4,833.7402008,10255,92.18492606,3.159116744,2.256052514,20
ATM_487,Bank Branch,Wincor Nixdorf,2009,Self-Service,05-06-2006,1,47.91670397,3,553.6951239,4677,98.19815328,1.511675533,1.747645661,4
ATM_488,Standalone,Diebold,2010,Full-Service,,0,35.64532472,2,489.6618873,3153,93.6129449,2.723806199,4.20271011,13
ATM_489,Shopping Mall,Wincor Nixdorf,2011,Parts-Only,12-01-2023,2,84.23478859,4,752.7182867,13566,108.3264668,1.736471753,4.396587635,20
ATM_490,Shopping Mall,NCR,2020,Self-Service,29-04-2009,1,60.64977877,2,556.3012502,5042,79.2142784,4.725278957,3.044711899,11
ATM_491,,Wincor Nixdorf,2021,Parts-Only,23-11-2008,,57.84490667,7,425.8284311,5193,113.1857403,,3.668488839,13
ATM_492,Bank Branch,Diebold,2014,Parts-Only,27-02-2020,2,,5,613.9812615,14516,103.971754,4.278128788,3.067718854,0
ATM_493,Standalone,NCR,2015,Self-Service,17-08-2000,1,47.88323732,2,597.056352,10784,104.2772096,2.012044154,1.865102913,5
ATM_494,Standalone,NCR,2009,Self-Service,17-01-2011,5,31.25906732,1,586.6641565,7760,73.23226556,2.047454406,3.822890202,12
ATM_495,Standalone,NCR,2017,Parts-Only,25-08-2020,3,52.67996176,3,322.4865799,5243,80.69724917,3.610917956,3.883983138,17
ATM_496,Airport,NCR,2005,,18-09-2017,2,57.96748037,3,469.1925157,12691,74.44695933,2.665007562,1.515805279,
ATM_497,Standalone,Wincor Nixdorf,2010,Self-Service,21-07-2000,0,58.37952737,3,477.0561187,19055,87.25063233,4.263932669,0.498119017,7
ATM_498,Bank Branch,Diebold,2000,Full-Service,18-06-2009,3,26.47526013,7,542.96767,12247,99.19658179,3.331409003,4.374836903,18
ATM_499,Standalone,Wincor Nixdorf,2001,Self-Service,05-01-2003,2,55.49953071,3,575.7292226,3619,95.67719819,1.944703404,4.961421323,10
,Standalone,Diebold,2016,Full-Service,03-06-2000,5,59.60021685,3,147.8657101,18125,95.17308389,0.148266113,4.014756727,0
ATM_501,Airport,NCR,2006,Parts-Only,26-04-2018,,62.72804085,,355.0619466,,,1.26222621,4.313212604,11
ATM_502,Airport,Wincor Nixdorf,2003,,27-01-2008,1,65.7436993,1,347.1698943,7649,122.1311886,0.876360608,4.2323407,11
ATM_503,Airport,NCR,2022,Self-Service,05-09-2014,5,57.20856291,2,693.8316277,,126.1202111,4.046952786,4.01453906,15
,Shopping Mall,NCR,2015,Self-Service,11-03-2014,3,28.66591644,5,701.3624698,19487,126.5178894,2.55649822,4.787977397,13
ATM_505,,NCR,2015,Self-Service,,2,38.2459904,3,603.6558069,14283,,2.229406554,4.452159989,
ATM_506,Standalone,Wincor Nixdorf,2018,Full-Service,02-02-2016,,68.2449569,3,,11061,141.2547083,4.205376938,3.412220538,3
ATM_507,Shopping Mall,Diebold,2018,Parts-Only,25-07-2019,5,31.64071219,6,355.4464766,14853,97.5354275,3.888569779,1.113770672,1
ATM_508,Bank Branch,NCR,2011,Self-Service,11-09-2020,1,73.50169494,,435.9063595,10950,98.75597228,2.05824774,4.294711501,19
ATM_509,Shopping Mall,Wincor Nixdorf,2005,Full-Service,12-10-2009,2,70.20421743,3,469.5206246,19820,,1.492780982,4.196861034,12
ATM_510,Standalone,Wincor Nixdorf,2002,Full-Service,26-02-2009,2,28.64847226,2,460.5879932,1463,69.10176326,3.328506659,4.298668903,20
ATM_511,Bank Branch,Wincor Nixdorf,2001,Full-Service,09-08-2014,0,16.21214681,,654.5464448,10004,102.2442152,4.085383318,3.743194161,1
,Standalone,Wincor Nixdorf,2004,Full-Service,31-12-2012,3,33.2247488,0,493.5828506,11063,59.29591763,2.473956814,2.252528116,
ATM_513,,Wincor Nixdorf,2012,Parts-Only,01-09-2013,0,59.8173931,5,278.1612519,6770,102.1969403,3.852374792,2.524446382,9
ATM_514,Standalone,Diebold,2009,,12-10-2023,4,38.78374538,1,451.146864,3417,63.75971548,0.967373925,1.701370125,10
,,Wincor Nixdorf,2010,Full-Service,30-05-2021,1,61.93778426,,545.0973747,9078,96.44544339,4.185959669,1.530263305,15
ATM_516,Airport,Diebold,2002,Self-Service,12-08-2013,0,38.32262048,,411.6003346,8961,118.6945038,0.722107204,0.261390814,10
ATM_517,,Wincor Nixdorf,2001,,09-09-2001,2,35.63784416,5,6771.158752,7491,114.7353663,1.756664871,2.04546943,23
ATM_518,Airport,NCR,,Parts-Only,19-02-2007,2,56.09316242,3,621.331105,6605,121.8174889,1.376528309,4.808990884,4
,Airport,Diebold,2010,,03-10-2000,4,44.21903204,2,475.2934256,,105.2946906,2.642359204,2.651345383,23
ATM_520,Shopping Mall,Wincor Nixdorf,2020,Parts-Only,07-08-2004,0,64.16807962,4,324.8659849,,95.7624552,,2.085732052,9
ATM_521,Shopping Mall,NCR,2012,Self-Service,,3,55.28832645,1,382.2936494,8695,76.06583596,4.712791906,1.775421229,5
ATM_522,Standalone,Wincor Nixdorf,2020,Self-Service,31-01-2005,3,,,,1374,103.6725156,1.160407959,1.22109251,5
ATM_523,Standalone,Diebold,2007,Self-Service,26-07-2015,5,62.86187912,5,412.4724787,,105.019767,3.320223206,2.29591318,
ATM_524,Standalone,Diebold,2023,Self-Service,19-10-2005,3,,6,407.8513058,7719,,2.546676225,3.571245035,17
ATM_525,Standalone,NCR,2017,Full-Service,22-10-2003,,30.33549234,0,471.1394124,8020,95.63298784,1.919486639,1.1719258,11
ATM_526,Airport,Wincor Nixdorf,2005,Parts-Only,19-01-2017,2,25.06607595,2,393.6575895,10525,,3.107188913,1.804930651,16
ATM_527,Airport,,2003,Full-Service,11-07-2003,2,,4,146.7081125,3969,126.3718118,1.849421399,3.316345322,12
ATM_528,Shopping Mall,Wincor Nixdorf,2014,Self-Service,10-05-2014,,53.67824774,4,400.2650347,1453,101.1460322,3.078460474,4.758755459,7
ATM_529,Shopping Mall,NCR,2014,Parts-Only,21-06-2005,1,48.33719792,4,637.3308825,15973,113.1872179,3.591112631,0.061308048,12
ATM_530,Airport,Wincor Nixdorf,2012,Full-Service,21-04-2008,3,81.18945876,2,,14639,78.90962289,3.0668163,0.520634445,23
,,Wincor Nixdorf,2003,Full-Service,27-12-2016,2,41.51981061,4,515.57252,9920,,2.597864791,0.304853161,22
ATM_532,,NCR,2014,Self-Service,03-12-2022,5,43.47121776,4,664.9804744,7299,118.4458411,0.70867855,0.739431304,22
ATM_533,Bank Branch,Diebold,2002,Self-Service,08-08-2017,2,32.57490133,5,,,92.94049729,3.793166201,1.662683376,14
ATM_534,Shopping Mall,,2023,Full-Service,,3,53.99730555,3,597.3501483,17075,94.40308706,4.146097536,4.18091683,20
ATM_535,Standalone,Diebold,2017,Parts-Only,,,49.17771023,4,638.4270285,15902,104.8397535,3.955297319,,11
ATM_536,Shopping Mall,Diebold,2001,Self-Service,13-06-2020,3,37.99475172,2,523.200845,9763,103.4653978,0.713787035,4.068367103,15
ATM_537,Standalone,Wincor Nixdorf,2016,,28-10-2019,2,75.52368459,4,721.7254544,7006,94.91832008,2.231216037,1.714502982,
ATM_538,Airport,Wincor Nixdorf,2023,Parts-Only,04-07-2005,1,36.79095871,,404.6765537,4440,,4.823249698,4.041521874,18
ATM_539,Bank Branch,NCR,2002,Self-Service,20-01-2013,2,90.41574287,5,531.8751863,19540,61.52811312,0.74568393,2.175470122,19
ATM_540,Bank Branch,Diebold,2014,Self-Service,07-09-2022,2,52.68154838,0,452.7070403,,132.9344594,0.669048743,3.971069838,
ATM_541,Shopping Mall,NCR,2013,Full-Service,26-10-2001,1,45.51718219,,708.2591306,11864,63.61444835,0.014091636,1.285364091,7
ATM_542,Shopping Mall,Wincor Nixdorf,2022,Full-Service,06-01-2018,1,46.56001826,1,224.4993805,14262,128.2557333,,,1
ATM_543,Bank Branch,Diebold,2012,Parts-Only,19-11-2006,1,51.11590237,4,492.1817929,7430,112.3045202,4.337781894,2.571540384,22
ATM_544,Airport,NCR,2004,Parts-Only,14-10-2015,0,70.00732872,6,520.9293042,10425,66.54798775,2.060500714,3.784367452,19
ATM_545,Airport,Diebold,2001,Parts-Only,21-01-2022,3,71.81280609,2,454.4802376,18878,78.14092219,3.713667985,,7
ATM_546,Airport,Wincor Nixdorf,,Full-Service,16-07-2020,,49.72524907,3,744.2030987,,97.93164536,2.974794527,2.948202921,
ATM_547,Shopping Mall,NCR,2006,,14-04-2017,2,,0,679.7674404,12001,99.10606932,0.766709195,3.114883753,2
ATM_548,Shopping Mall,Diebold,2014,Full-Service,12-05-2012,,41.28747271,2,198.6793946,8120,103.996761,3.272740765,1.499315576,19
ATM_549,Standalone,Diebold,2008,Parts-Only,02-05-2001,2,41.03842876,6,624.2854723,15264,140.13195,3.083029281,1.103964456,
ATM_550,Airport,Wincor Nixdorf,2008,,17-08-2016,2,40.55894673,3,,,127.1313482,4.384924134,2.553751503,5
ATM_551,Shopping Mall,NCR,2017,Parts-Only,08-01-2018,2,64.66840475,4,273.2974214,,150.748331,1.694891706,,14
ATM_552,Bank Branch,Diebold,2022,Self-Service,08-12-2022,1,,1,525.3453524,11414,129.4461451,1.96086988,2.69655339,1
ATM_553,Standalone,Wincor Nixdorf,,Parts-Only,18-09-2021,1,44.25503034,2,385.6353841,10916,122.8831104,,4.061821876,7
ATM_554,Bank Branch,NCR,2019,Parts-Only,10-11-2013,2,,,779.7156786,,75.42032662,4.582329687,4.08436056,20
ATM_555,Standalone,Wincor Nixdorf,2011,Self-Service,14-08-2009,3,55.85035287,3,273.4050298,18205,87.98867549,4.948913839,2.770471835,17
ATM_556,Bank Branch,Diebold,2004,Self-Service,03-01-2002,0,,6,447.7722038,11508,92.13453145,1.098491961,2.059964865,
ATM_557,,NCR,,Self-Service,,1,64.16767989,3,489.9111287,5384,88.65760546,,3.255088552,
ATM_558,Airport,Wincor Nixdorf,2019,Full-Service,28-07-2009,2,52.5198238,6,355.8838636,11442,,2.953175518,1.812970722,
ATM_559,Bank Branch,Diebold,2009,Self-Service,01-09-2013,3,25.80765568,,,9793,,2.724245596,4.310979165,12
ATM_560,Standalone,NCR,2011,Self-Service,12-08-2017,0,45.10155982,3,330.833442,4776,97.88056804,4.094614207,0.382768972,21
ATM_561,Bank Branch,Wincor Nixdorf,2007,Parts-Only,03-10-2013,1,45.93419856,,480.8074038,7126,110.8420308,4.678229349,4.63494322,0
ATM_562,Airport,Diebold,2020,Full-Service,26-07-2005,1,76.61261117,4,555.0016234,7280,106.552292,3.292845011,,5
ATM_563,Shopping Mall,Diebold,2010,Self-Service,03-02-2010,1,84.08390318,2,817.6418007,8867,80.80754153,2.582905444,3.953634607,15
ATM_564,Standalone,Wincor Nixdorf,2007,Parts-Only,20-05-2024,2,88.91273604,3,654.1483745,2655,107.6400704,4.425501218,4.551746706,17
ATM_565,Airport,Wincor Nixdorf,2014,Parts-Only,19-12-2015,2,25.69072459,1,696.390198,14050,79.11859218,1.332442719,2.449523328,0
ATM_566,Airport,NCR,2022,Full-Service,26-12-2021,0,38.91003939,0,632.5396197,19024,143.2935969,1.968544607,3.464919966,13
ATM_567,Shopping Mall,NCR,2016,Full-Service,06-10-2013,3,57.55148673,0,,15934,102.1139357,1.729951587,4.739566081,16
,Airport,Diebold,2018,Self-Service,,4,46.94397905,0,,9219,99.45695972,1.780858719,4.371214135,23
ATM_569,,Diebold,2023,Full-Service,03-10-2016,1,25.21588969,,698.829547,17012,54.77627322,,0.100370813,8
ATM_570,,NCR,2019,Self-Service,26-09-2015,2,41.98778315,4,,4505,92.8556534,,3.229313065,2
ATM_571,Airport,Diebold,,Self-Service,04-01-2008,4,56.00652041,,279.0586488,11094,,4.786321499,4.400252168,6
ATM_572,Shopping Mall,NCR,2008,Full-Service,29-10-2014,1,57.36626172,3,718.4304627,15122,79.02838634,2.36006069,0.445256511,8
ATM_573,Shopping Mall,Wincor Nixdorf,2018,Parts-Only,25-06-2013,5,32.22604935,1,522.5645201,4742,151.3289876,1.484374215,,15
ATM_574,Shopping Mall,Diebold,,Parts-Only,25-03-2005,4,69.91514105,2,582.0277349,6387,,0.534771345,0.981509713,10
ATM_575,Airport,Wincor Nixdorf,2016,,26-09-2016,4,38.15679472,2,396.4088921,18673,108.8614369,,1.73690239,13
ATM_576,Bank Branch,Wincor Nixdorf,2000,Full-Service,,1,53.59495667,2,843.9525952,6765,128.7129152,4.883146803,0.71091768,9
ATM_577,Airport,Wincor Nixdorf,2008,Self-Service,19-02-2013,3,36.41161301,1,470.1278616,6129,103.4238371,3.931335392,3.324811133,21
ATM_578,Bank Branch,NCR,2008,Parts-Only,,2,77.35941696,4,239.9825613,14212,74.43891332,4.566885144,0.32782985,22
ATM_579,Shopping Mall,Diebold,2019,Self-Service,15-03-2016,3,58.49574098,0,384.0204321,,122.6155148,4.188505517,3.130424563,6
ATM_580,Standalone,NCR,2016,Parts-Only,07-03-2003,2,38.83131772,,539.8946959,5454,92.01397351,4.163092555,3.215195936,3
,Standalone,Wincor Nixdorf,,Parts-Only,29-08-2010,3,,3,485.8292279,13610,80.8470574,4.273736966,0.941828139,4
,Airport,Wincor Nixdorf,2007,Self-Service,20-12-2014,3,79.74224305,,387.8302473,12823,93.05209035,4.746064731,3.671653316,3
ATM_583,Bank Branch,,2000,Full-Service,28-01-2004,2,32.5857603,3,547.2404362,,113.6611008,4.213753505,3.640698568,
ATM_584,Airport,,2007,Self-Service,05-12-2014,3,44.00563308,4,645.7188748,18391,100.1240517,0.529534078,,19
ATM_585,Airport,,2010,,08-08-2006,2,18.96027336,,364.8954398,14694,93.57131004,1.96506699,1.720260452,5
ATM_586,Standalone,NCR,2020,Full-Service,09-03-2023,2,50.71887837,3,462.5211118,4478,79.23250771,1.665858755,2.07351569,11
ATM_587,Airport,,2006,Full-Service,23-11-2023,2,61.48466793,1,461.1008986,8433,80.16753062,3.06951053,3.7690499,13
ATM_588,Bank Branch,Diebold,2012,Self-Service,21-06-2006,1,38.41066315,3,461.380895,15914,111.1961366,3.321114284,4.930877944,1
ATM_589,Airport,NCR,2009,Self-Service,03-06-2005,4,47.95041708,4,245.7165726,14487,130.41676,3.976078129,2.263191038,
ATM_590,Airport,Diebold,2005,Self-Service,19-07-2022,1,38.86016701,,453.2515275,15799,79.22026329,2.646491475,1.725308754,20
ATM_591,Shopping Mall,NCR,2006,Self-Service,24-01-2002,1,,1,707.5805718,,80.31679626,3.22540982,0.918591355,21
ATM_592,Airport,Diebold,2002,,30-06-2004,,,2,499.1274764,18245,79.65126689,1.505986044,0.536833646,9
ATM_593,Airport,NCR,2005,Self-Service,28-02-2008,2,,2,631.5367142,17494,108.1865353,0.929478376,0.777714715,19
ATM_594,Shopping Mall,Diebold,2019,Full-Service,03-02-2023,1,59.55409306,,,5585,103.5814749,4.215308002,4.814698327,16
ATM_595,Standalone,,2003,,07-12-2021,1,64.43981477,0,620.9309059,11876,103.1252568,3.754755675,0.503120708,15
,Shopping Mall,Wincor Nixdorf,2023,Parts-Only,21-10-2019,2,34.31825371,2,420.6406476,3536,76.50413719,0.361338654,1.112880452,
ATM_597,Airport,Wincor Nixdorf,2022,Full-Service,,5,25.56033243,0,521.7463579,11968,99.01771664,3.646876279,3.28968031,4
ATM_598,Bank Branch,Wincor Nixdorf,2005,Parts-Only,,1,,2,782.889405,11200,103.645031,3.680754277,4.128247415,15
ATM_599,Bank Branch,Diebold,2009,Self-Service,02-08-2018,2,58.8034212,4,453.2120149,4341,117.0585271,0.361284255,3.878258487,10
ATM_600,Airport,Diebold,2015,Self-Service,19-11-2009,2,,,550.7601232,12439,105.442966,1.76502307,3.347345376,15
ATM_601,Standalone,,2000,Full-Service,26-06-2005,2,52.71775482,1,471.8589386,15804,136.110264,,,23
ATM_602,Bank Branch,Diebold,2022,Self-Service,11-02-2000,2,20.30064318,0,362.1655259,13957,122.2638558,1.975111953,2.796530795,20
,Bank Branch,NCR,2020,Parts-Only,17-10-2018,1,45.49012686,6,594.188536,11828,65.05921924,3.78270953,3.908542237,5
ATM_604,Bank Branch,NCR,2005,Self-Service,24-01-2018,0,54.37749869,1,320.379525,,113.1086544,3.389623609,0.1819801,23
ATM_605,Standalone,Diebold,2000,Full-Service,08-02-2024,0,55.19895767,7,561.2650734,9459,113.777745,,0.990445053,7
,Shopping Mall,NCR,,Self-Service,06-07-2015,1,,2,411.6336505,8778,95.4227512,0.424551352,0.474803364,7
