Customer_ID,Year,Customer_Satisfaction_Score,Net_Promoter_Score,Customer_Feedback_Volume,Service_Interaction_Quality,Response_Time_Minutes,Resolution_Time_Minutes,Repeat_Purchase_Rate,Customer_Loyalty_Metric,Customer_Age,Customer_Gender,Customer_Income,Customer_Region,Issue_Category
760,2005,5,11,9,2,59,365,39,10,37,Female,30000,Midwest,Technical
761,2009,4,-33,3,3,17,80,61,9,66,Other,80000,East,Service
762,2013,5,-61,1,5,31,108,65,9,28,Female,30000,East,Service
763,2021,8,86,5,1,19,203,57,10,43,Male,60000,North,Service
764,2013,7,43,3,5,39,530,45,10,61,Female,60000,Midwest,Billing
765,2015,2,89,5,4,28,105,63,4,20,Male,60000,Midwest,Billing
766,2019,8,31,5,3,37,345,47,10,23,Female,50000,East,Service
767,2010,5,72,9,3,20,322,37,3,79,Other,30000,Midwest,Service
768,2007,7,-11,8,4,31,110,99,6,60,Male,90000,North,Service
769,2021,5,-73,5,1,33,100,30,3,78,Female,60000,South,Billing
770,2009,5,-5,9,4,27,100,91,9,62,Female,50000,Midwest,Billing
771,2016,8,93,6,1,31,75,63,3,28,Female,30000,North,Service
772,2022,1,-70,7,2,35,76,74,2,25,Female,70000,West,Service
773,2018,1,-98,4,3,44,451,87,8,48,Male,60000,South,Technical
774,2015,4,35,4,1,53,178,30,6,27,Female,60000,South,Technical
775,2013,3,-77,2,5,31,322,61,8,51,Female,80000,South,Billing
776,2006,10,-86,5,3,59,322,37,7,41,Other,60000,North,Service
777,2016,2,70,8,3,18,534,69,3,63,Male,70000,Midwest,Service
778,2007,3,58,7,4,57,273,85,8,78,Female,40000,Midwest,Technical
779,2007,5,100,7,4,34,503,92,10,65,Female,50000,Midwest,Service
780,2005,1,6,6,3,31,411,65,1,34,Other,60000,North,Billing
781,2012,6,93,3,4,31,132,86,1,48,Female,90000,East,Technical
782,2012,5,-93,5,3,31,518,74,10,28,Female,30000,Midwest,Service
783,2015,8,-30,1,1,31,66,31,8,51,Female,80000,North,Service
784,2013,5,7,7,2,20,578,97,5,41,Female,30000,Midwest,Billing
785,2009,4,14,9,3,55,322,79,10,72,Female,50000,East,Service
786,2013,8,2,5,4,10,362,58,6,22,Other,70000,Midwest,Technical
787,2007,6,6,2,1,59,426,39,5,46,Female,70000,Midwest,Technical
788,2009,1,-44,5,5,37,322,56,2,65,Female,60000,North,Service
789,2009,4,-71,5,4,48,136,44,9,65,Female,60000,South,Service
790,2018,5,45,8,3,22,322,89,6,48,Female,70000,East,Service
791,2008,2,13,7,4,20,112,60,8,51,Male,60000,Midwest,Service
792,2013,5,96,6,2,16,317,50,9,33,Male,70000,South,Technical
793,2014,8,16,4,3,24,490,89,9,42,Male,50000,East,Billing
794,2022,8,66,9,5,49,244,87,8,54,Male,60000,Midwest,Technical
795,2012,5,-41,1,4,31,310,70,10,25,Other,70000,South,Service
796,2012,4,-3,2,1,33,488,75,8,48,Male,60000,West,Service
797,2011,10,70,4,4,34,373,63,5,69,Other,30000,West,Technical
798,2012,6,25,3,5,30,223,55,3,63,Male,60000,Midwest,Technical
799,2018,10,72,5,1,26,187,80,2,42,Other,80000,East,Service
800,2010,3,50,5,3,37,494,65,1,59,Female,30000,North,Technical
801,2005,2,96,7,1,31,133,81,4,40,Female,40000,Midwest,Service
802,2013,6,-7,2,2,43,63,80,2,51,Male,70000,East,Technical
803,2005,5,33,5,1,31,131,32,2,20,Male,40000,Midwest,Service
804,2021,10,83,6,3,33,354,43,5,47,Male,70000,Midwest,Technical
805,2005,5,21,7,4,26,322,78,4,67,Female,60000,South,Service
806,2019,10,7,1,1,49,322,30,1,70,Other,80000,Midwest,Billing
807,2006,5,-97,7,1,17,60,86,9,51,Other,60000,Midwest,Billing
808,2018,5,6,4,1,13,92,46,4,48,Female,70000,North,Technical
809,2012,5,50,8,1,28,589,79,5,70,Male,60000,East,Billing
810,2012,3,6,4,3,31,116,43,7,46,Male,30000,North,Service
811,2011,5,-69,6,5,31,333,88,2,26,Male,60000,South,Service
812,2010,6,5,9,3,17,90,63,8,19,Other,80000,East,Technical
813,2010,4,45,5,1,31,425,69,2,74,Other,60000,South,Service
814,2007,2,-86,4,3,48,363,95,10,48,Female,60000,Midwest,Service
815,2011,9,6,8,3,41,440,63,5,24,Female,70000,Midwest,Service
816,2012,1,21,5,3,11,322,38,2,63,Other,70000,Midwest,Service
817,2014,4,6,4,3,12,495,50,2,22,Male,30000,North,Service
818,2019,1,100,3,1,41,109,54,5,25,Male,50000,Midwest,Billing
819,2013,6,-95,8,2,45,106,63,4,49,Male,70000,West,Technical
820,2005,4,11,5,1,18,569,54,8,72,Male,60000,Midwest,Service
821,2011,5,19,2,2,16,390,38,6,71,Female,50000,East,Service
822,2008,5,22,9,2,31,106,91,10,35,Female,60000,South,Billing
823,2010,9,90,3,1,56,322,55,5,48,Other,50000,Midwest,Billing
824,2005,5,-34,2,2,44,193,86,7,63,Female,30000,Midwest,Service
825,2009,2,6,1,4,21,38,66,10,35,Male,40000,Midwest,Technical
826,2005,6,38,8,5,44,204,45,4,66,Other,40000,South,Service
827,2008,5,-58,3,3,57,491,63,2,58,Female,30000,Midwest,Technical
828,2013,7,44,7,2,31,336,53,9,62,Female,90000,South,Service
829,2014,3,-5,1,2,31,322,55,2,33,Female,60000,East,Service
830,2009,3,31,1,3,31,151,49,1,38,Female,40000,South,Service
831,2014,10,90,9,2,56,214,38,8,27,Female,30000,Midwest,Technical
832,2005,2,95,8,3,38,61,58,10,59,Male,60000,Midwest,Billing
833,2010,3,-20,3,1,8,598,60,9,21,Male,50000,South,Billing
834,2013,10,-60,6,4,28,339,48,1,61,Female,40000,East,Technical
835,2019,1,32,3,4,25,401,49,7,76,Female,70000,South,Billing
836,2008,5,59,4,5,37,85,56,5,48,Other,40000,Midwest,Billing
837,2017,5,97,1,2,11,302,73,6,64,Male,60000,West,Technical
838,2019,7,-66,5,5,5,493,64,5,70,Female,30000,South,Technical
839,2012,4,-79,1,1,45,485,63,5,79,Female,60000,North,Technical
840,2009,5,92,1,4,7,278,51,2,72,Other,60000,Midwest,Service
841,2019,1,49,7,1,48,107,44,2,48,Male,70000,East,Technical
842,2008,8,11,6,1,31,563,42,10,64,Male,90000,Midwest,Technical
843,2016,3,6,2,2,19,137,33,10,57,Other,60000,Midwest,Technical
844,2017,2,6,2,1,35,322,85,6,57,Female,50000,West,Billing
845,2006,4,36,7,4,58,44,63,1,68,Other,60000,East,Technical
846,2008,3,-41,1,5,20,399,63,4,26,Female,60000,West,Billing
847,2008,1,-25,2,4,14,333,46,5,47,Male,90000,West,Service
848,2015,3,-14,8,2,58,234,57,5,73,Other,60000,North,Technical
849,2009,2,-87,6,4,33,142,43,2,34,Other,80000,South,Technical
850,2013,8,-83,2,3,10,322,63,2,57,Male,50000,North,Billing
851,2014,6,-100,7,5,33,470,86,7,61,Male,60000,North,Service
852,2012,9,-28,5,3,31,215,84,7,76,Female,60000,Midwest,Technical
853,2010,8,-78,2,3,57,256,63,6,32,Male,60000,North,Service
854,2010,5,-18,6,2,26,557,66,1,21,Male,60000,Midwest,Service
855,2012,3,24,9,1,28,383,97,3,23,Other,40000,South,Technical
856,2019,5,74,9,3,21,30,55,9,79,Female,80000,South,Service
857,2018,7,-32,8,4,31,582,90,10,78,Male,40000,East,Service
858,2015,5,-54,3,1,31,589,96,1,33,Other,60000,North,Technical
859,2016,8,15,3,4,54,449,81,2,43,Male,40000,North,Billing
860,2017,5,-71,2,4,15,190,47,8,74,Male,50000,West,Technical
861,2012,1,-76,5,1,11,190,82,7,54,Male,60000,Midwest,Service
862,2022,5,55,4,1,46,157,92,9,40,Male,50000,Midwest,Technical
863,2013,5,6,7,4,43,180,63,10,30,Female,40000,Midwest,Billing
864,2019,6,-100,4,2,9,473,56,4,64,Other,60000,West,Service
865,2012,3,-27,9,5,48,322,60,4,34,Other,50000,South,Service
866,2013,5,-43,2,5,52,492,30,7,74,Male,30000,East,Billing
867,2016,2,-7,6,2,25,59,35,1,79,Other,50000,North,Billing
868,2016,6,18,7,3,22,322,40,10,71,Male,60000,Midwest,Service
869,2008,6,26,4,4,31,586,63,9,44,Other,70000,West,Billing
870,2020,5,68,6,5,24,109,92,2,69,Female,40000,Midwest,Technical
871,2008,5,-76,7,4,31,68,82,1,39,Female,80000,East,Billing
872,2009,7,-23,4,2,9,322,47,7,54,Other,90000,East,Technical
873,2009,5,-2,8,3,17,586,50,6,36,Male,40000,Midwest,Service
874,2012,1,15,9,2,55,366,48,3,56,Male,90000,Midwest,Service
875,2014,8,-53,1,3,16,309,33,1,52,Male,90000,Midwest,Service
876,2021,4,-91,7,2,59,322,58,5,30,Male,50000,Midwest,Service
877,2013,9,-2,9,3,25,298,54,10,48,Female,50000,North,Service
878,2018,10,-90,5,5,41,364,85,4,65,Male,60000,Midwest,Billing
879,2012,6,-16,2,4,10,322,92,5,48,Male,60000,West,Billing
880,2013,1,48,6,5,11,82,63,1,62,Male,70000,West,Service
881,2015,3,72,7,3,30,97,89,1,48,Male,70000,West,Billing
882,2005,3,6,2,3,46,63,78,5,48,Female,60000,Midwest,Billing
883,2018,10,91,2,3,52,415,94,6,69,Other,60000,Midwest,Service
884,2009,4,25,1,5,12,278,67,5,56,Other,30000,Midwest,Billing
885,2018,6,-37,4,4,13,140,81,2,54,Male,60000,Midwest,Service
886,2008,7,-99,7,5,31,123,30,5,31,Male,60000,Midwest,Service
887,2005,10,-25,9,4,8,439,69,5,48,Other,80000,Midwest,Service
888,2012,4,20,3,4,25,208,50,5,27,Female,40000,North,Service
889,2019,6,-59,7,1,35,76,44,10,48,Female,50000,North,Billing
890,2013,1,-47,7,2,25,405,79,9,45,Female,60000,North,Billing
891,2013,8,6,7,5,44,231,77,3,63,Female,90000,North,Technical
892,2013,7,-85,2,4,29,474,61,5,42,Female,50000,East,Technical
893,2013,9,-83,6,5,43,326,78,5,63,Female,50000,North,Service
894,2013,3,100,2,5,19,322,97,5,74,Female,60000,Midwest,Technical
895,2007,2,-11,6,4,57,522,74,4,45,Female,60000,Midwest,Billing
896,2015,1,43,3,3,31,322,61,2,19,Female,90000,Midwest,Service
897,2010,3,-95,2,2,53,95,33,5,34,Male,60000,West,Technical
898,2006,5,84,6,2,47,451,63,10,48,Female,90000,West,Technical
899,2011,2,7,2,1,45,569,100,2,69,Male,70000,West,Billing
900,2022,3,74,5,1,41,522,94,5,21,Other,60000,South,Technical
901,2006,4,-53,2,1,46,346,47,9,30,Female,80000,East,Billing
902,2013,7,6,3,2,51,104,83,10,35,Other,80000,Midwest,Billing
903,2015,3,6,3,3,32,88,76,6,20,Male,90000,Midwest,Technical
904,2016,9,87,6,3,18,415,35,8,68,Other,30000,Midwest,Technical
905,2011,8,-24,5,2,31,44,95,9,54,Male,60000,North,Service
906,2010,4,6,3,2,57,260,38,5,50,Female,90000,West,Service
907,2005,1,29,3,2,24,228,97,5,58,Other,70000,Midwest,Service
908,2021,1,-42,1,3,38,383,52,5,41,Female,30000,East,Service
909,2015,1,54,5,1,16,64,72,6,48,Female,60000,North,Service
910,2022,1,-74,8,5,37,191,80,1,52,Female,80000,South,Billing
911,2021,8,-22,2,1,28,500,54,8,48,Female,80000,Midwest,Technical
912,2011,3,100,4,1,24,560,64,2,50,Female,30000,North,Billing
913,2013,6,-94,7,5,9,452,46,6,48,Male,40000,Midwest,Service
914,2013,3,6,8,2,42,377,47,9,39,Female,70000,Midwest,Service
915,2021,5,10,1,3,34,176,56,3,30,Male,70000,North,Technical
916,2012,7,18,4,3,28,403,44,2,27,Other,70000,South,Billing
917,2021,2,73,6,1,47,445,98,10,34,Female,60000,Midwest,Service
918,2011,6,6,3,5,44,523,44,5,48,Female,50000,East,Service
919,2005,6,23,5,4,11,588,71,9,60,Female,80000,Midwest,Service
920,2017,3,-89,9,2,40,285,63,6,22,Female,50000,Midwest,Service
921,2021,6,40,3,1,42,132,77,5,74,Male,80000,East,Billing
922,2017,10,-58,5,3,20,322,37,8,76,Male,60000,Midwest,Billing
923,2020,10,-84,8,5,56,448,39,5,26,Male,60000,Midwest,Service
924,2012,5,-38,6,5,19,379,34,5,30,Other,80000,West,Service
925,2022,2,19,4,1,31,71,77,5,77,Male,60000,East,Service
926,2005,9,-65,8,4,27,322,55,10,69,Female,60000,Midwest,Technical
927,2018,8,-93,3,3,16,58,52,10,40,Other,60000,North,Technical
928,2019,3,6,3,3,33,43,91,5,47,Other,60000,North,Technical
929,2022,8,-11,4,4,48,514,42,7,60,Female,50000,East,Billing
930,2006,9,-65,9,5,52,218,38,7,72,Female,70000,West,Service
931,2021,3,-73,5,2,19,324,49,2,21,Female,50000,Midwest,Technical
932,2022,3,6,8,3,33,212,86,7,38,Female,30000,Midwest,Technical
933,2010,2,-8,6,3,49,577,53,6,60,Male,70000,Midwest,Billing
934,2008,8,74,3,4,47,66,62,5,26,Other,60000,North,Billing
935,2005,10,-25,5,1,53,43,49,8,24,Female,80000,Midwest,Technical
936,2012,1,0,9,5,25,188,89,4,33,Male,80000,West,Service
937,2011,8,6,8,4,19,523,63,1,40,Female,80000,Midwest,Service
938,2007,5,50,4,2,18,358,93,8,75,Male,60000,East,Service
939,2013,7,43,6,2,46,112,59,8,48,Female,50000,West,Technical
940,2014,3,-87,1,2,48,322,46,3,48,Female,90000,West,Billing
941,2018,1,-30,4,4,31,589,63,3,74,Female,60000,West,Service
942,2006,4,79,8,5,19,598,48,5,22,Male,90000,West,Technical
943,2005,5,23,1,3,46,51,63,3,23,Female,50000,Midwest,Technical
944,2022,5,24,3,1,8,161,63,5,68,Male,40000,Midwest,Billing
945,2011,1,-64,1,3,31,494,96,8,18,Male,60000,South,Service
946,2012,5,-72,9,5,27,485,73,5,76,Other,90000,West,Technical
947,2005,8,94,2,3,33,331,61,5,65,Male,50000,West,Service
948,2013,8,42,9,4,45,296,40,2,45,Male,60000,East,Service
949,2012,5,74,4,2,57,322,31,4,35,Male,70000,North,Service
950,2019,5,73,2,5,56,149,97,9,41,Male,80000,Midwest,Technical
951,2013,1,79,4,5,13,275,46,2,48,Female,50000,West,Service
952,2007,4,-82,6,3,57,597,69,9,50,Other,90000,South,Billing
953,2005,3,5,7,4,31,67,75,7,48,Female,60000,South,Technical
954,2019,2,-80,5,3,47,274,33,10,24,Other,90000,South,Technical
955,2012,8,6,3,3,47,50,67,8,48,Other,80000,East,Service
956,2006,5,64,8,5,11,322,63,1,49,Female,90000,South,Service
957,2007,9,6,5,3,57,423,58,5,62,Male,30000,Midwest,Service
958,2018,2,6,4,2,46,439,48,5,39,Female,40000,East,Technical
959,2018,4,-72,7,3,8,37,58,4,33,Male,70000,Midwest,Billing
960,2015,6,47,7,2,9,473,64,2,41,Female,60000,South,Billing
961,2020,3,-76,9,5,9,322,99,6,69,Female,40000,North,Technical
962,2008,8,-31,9,4,15,319,52,2,48,Male,60000,West,Billing
963,2009,3,-38,5,3,31,540,75,3,31,Other,40000,Midwest,Service
964,2018,2,63,8,4,32,390,73,8,28,Male,80000,Midwest,Technical
965,2020,3,29,1,4,20,322,77,5,36,Female,80000,North,Billing
966,2022,6,49,9,2,45,435,81,2,40,Female,30000,Midwest,Technical
967,2011,5,-85,8,5,58,249,37,5,51,Female,60000,Midwest,Billing
968,2014,8,45,6,1,34,136,63,3,77,Female,40000,South,Technical
969,2011,1,96,5,4,31,315,95,1,57,Female,90000,Midwest,Billing
970,2005,5,81,3,4,6,37,63,5,30,Female,40000,Midwest,Technical
971,2020,2,-1,8,5,50,218,60,6,48,Other,80000,Midwest,Technical
972,2008,10,-71,5,5,7,110,77,3,61,Male,60000,East,Technical
973,2022,6,-56,5,3,54,137,90,9,45,Other,50000,North,Service
974,2006,2,-82,5,5,25,350,81,7,57,Female,50000,Midwest,Technical
975,2005,2,-67,5,4,10,375,67,5,33,Male,70000,South,Service
976,2019,10,40,4,3,47,357,65,2,67,Female,90000,West,Technical
977,2009,5,70,2,3,57,584,84,5,68,Female,90000,South,Technical
978,2015,2,-39,3,3,22,331,42,5,45,Female,50000,South,Technical
979,2014,5,17,8,2,48,229,66,5,21,Other,40000,East,Billing
980,2006,3,-1,7,1,9,448,63,9,45,Other,30000,East,Technical
981,2007,8,6,2,1,13,68,100,4,74,Other,50000,Midwest,Service
982,2013,7,79,6,1,24,336,51,9,77,Female,90000,South,Service
983,2009,8,79,9,2,32,322,68,5,29,Female,60000,North,Billing
984,2009,7,10,4,3,30,106,63,5,33,Female,80000,East,Service
985,2010,6,63,9,3,22,497,59,2,70,Other,80000,Midwest,Technical
986,2013,7,6,2,1,23,208,47,8,71,Male,70000,East,Technical
987,2006,5,46,2,2,7,305,47,5,66,Other,60000,North,Technical
988,2016,7,6,9,1,13,181,68,3,53,Female,70000,East,Technical
989,2007,1,-31,5,5,40,322,55,2,79,Other,40000,North,Billing
990,2016,1,15,7,3,35,319,100,8,37,Other,50000,West,Technical
991,2021,9,-22,1,4,53,322,36,7,48,Other,60000,North,Billing
992,2014,5,84,6,1,21,339,98,9,73,Female,70000,West,Billing
993,2018,5,47,7,5,31,418,94,5,73,Female,60000,Midwest,Service
994,2021,3,-92,6,3,31,212,75,4,43,Female,60000,Midwest,Service
995,2022,5,-69,6,2,38,335,47,2,39,Male,30000,Midwest,Technical
996,2021,5,31,2,3,45,322,42,5,73,Other,60000,East,Technical
997,2018,9,-51,6,2,31,248,54,2,26,Female,80000,North,Technical
998,2013,9,-19,4,2,9,202,37,6,22,Male,40000,East,Service
999,2012,6,-96,9,1,19,301,61,7,34,Female,50000,North,Service
1000,2006,1,47,1,1,51,322,46,6,66,Other,40000,East,Service
1001,2017,7,-14,8,3,7,322,77,2,51,Male,80000,Midwest,Service
1002,2011,7,25,5,5,23,49,92,4,19,Female,60000,Midwest,Service
1003,2013,10,-26,1,3,31,322,63,3,70,Female,90000,Midwest,Service
1004,2015,10,64,4,4,7,176,44,4,48,Male,60000,East,Service
1005,2018,4,-79,1,2,31,458,35,5,24,Male,90000,Midwest,Billing
1006,2008,8,85,6,3,8,194,92,7,53,Male,80000,South,Service
1007,2017,6,-33,2,1,28,339,37,9,30,Male,60000,Midwest,Billing
1008,2006,4,6,5,5,35,547,61,2,37,Male,50000,Midwest,Service
1009,2009,4,-100,7,1,49,43,74,8,47,Female,50000,East,Service
1010,2015,5,-100,2,4,31,161,63,3,47,Male,60000,North,Technical
1011,2010,2,-59,6,3,31,468,42,9,28,Female,30000,West,Technical
1012,2022,4,36,6,3,41,292,53,10,48,Other,80000,North,Service
1013,2014,5,5,5,5,5,254,69,4,75,Female,40000,Midwest,Billing
1014,2013,8,-6,5,1,13,287,43,3,20,Other,60000,Midwest,Service
1015,2013,6,34,3,1,21,263,99,10,48,Female,50000,West,Billing
1016,2013,4,-33,2,4,58,365,91,6,19,Female,50000,Midwest,Service
1017,2006,7,46,7,3,31,438,90,10,65,Female,60000,North,Service
1018,2021,8,58,1,1,7,53,30,9,20,Male,60000,Midwest,Technical
1019,2009,2,27,6,5,51,322,95,7,73,Other,60000,South,Technical
1020,2010,7,62,6,3,30,124,61,4,32,Female,70000,North,Technical
1021,2016,2,84,3,4,57,171,42,3,34,Female,30000,Midwest,Service
1022,2014,2,-16,2,5,35,110,63,10,65,Female,50000,Midwest,Technical
1023,2010,8,88,2,2,30,303,61,4,69,Other,60000,Midwest,Technical
1024,2012,2,58,9,4,31,305,85,3,24,Female,90000,Midwest,Service
1025,2006,5,-18,5,5,34,494,53,3,48,Other,70000,Midwest,Technical
1026,2013,1,-6,7,1,14,237,33,9,48,Other,40000,East,Billing
1027,2017,9,80,5,2,12,325,52,4,48,Male,90000,Midwest,Technical
1028,2011,1,6,7,4,48,68,58,9,50,Female,60000,Midwest,Billing
1029,2014,10,-35,4,1,31,317,50,10,71,Female,60000,South,Technical
1030,2017,10,86,8,2,26,153,59,5,78,Other,60000,East,Service
1031,2021,2,6,7,3,19,312,49,7,62,Other,80000,East,Service
1032,2018,6,37,5,1,45,209,45,5,33,Male,40000,Midwest,Technical
1033,2006,6,29,5,5,14,126,96,1,54,Female,60000,East,Billing
1034,2015,1,6,5,4,24,220,78,2,20,Female,40000,Midwest,Technical
1035,2005,7,-41,5,2,45,103,87,5,48,Female,30000,Midwest,Service
1036,2008,8,-84,2,1,31,476,73,6,76,Female,90000,Midwest,Technical
1037,2015,2,-5,5,3,27,526,54,7,64,Female,40000,North,Service
1038,2012,8,43,3,4,57,322,52,2,65,Other,40000,East,Billing
1039,2013,9,-85,9,4,57,513,88,10,60,Female,70000,West,Billing
1040,2008,6,-55,6,1,5,145,30,5,74,Other,60000,Midwest,Service
1041,2021,5,66,3,3,6,564,44,6,68,Female,40000,East,Billing
1042,2011,9,58,5,2,23,127,81,2,67,Male,30000,East,Service
1043,2012,9,6,4,1,18,357,87,2,38,Other,70000,South,Service
1044,2007,1,-13,3,2,12,436,70,3,48,Female,60000,West,Service
1045,2006,3,28,8,4,42,342,73,1,25,Male,60000,West,Technical
1046,2019,9,38,4,2,31,177,33,9,39,Male,50000,South,Billing
1047,2009,2,18,1,3,30,371,97,10,48,Other,80000,South,Technical
1048,2013,4,-16,5,5,31,524,36,4,71,Other,90000,East,Technical
1049,2008,4,-97,5,3,33,52,75,5,22,Other,30000,North,Billing
1050,2019,2,-30,5,2,19,134,38,7,34,Other,80000,South,Technical
1051,2007,3,53,7,1,50,587,62,1,54,Other,60000,West,Service
1052,2015,3,10,6,4,57,251,62,3,31,Other,70000,West,Technical
1053,2021,1,-51,2,5,5,44,33,3,56,Other,30000,East,Service
1054,2017,6,39,4,1,47,322,94,2,58,Female,60000,North,Billing
1055,2015,8,-6,2,1,32,351,63,8,45,Female,60000,Midwest,Technical
1056,2006,3,-9,1,3,7,270,93,5,48,Female,40000,South,Billing
1057,2013,5,-36,3,2,55,47,54,1,34,Female,30000,South,Service
1058,2006,1,-54,3,3,22,483,84,2,48,Male,70000,East,Technical
1059,2013,5,6,7,2,56,472,38,1,57,Female,80000,Midwest,Service
1060,2013,7,5,1,3,38,306,46,6,39,Male,90000,Midwest,Service
1061,2012,10,98,9,1,36,453,50,9,62,Male,30000,North,Service
1062,2021,1,29,6,4,33,505,89,7,65,Male,60000,West,Billing
1063,2005,9,5,4,2,29,56,42,5,70,Other,90000,West,Billing
1064,2013,8,-77,3,5,30,543,32,3,46,Male,90000,Midwest,Billing
1065,2012,7,-97,3,5,43,493,97,8,27,Male,90000,West,Technical
1066,2014,10,7,2,1,12,322,63,10,48,Male,50000,Midwest,Service
1067,2011,7,-82,2,3,23,412,36,4,52,Other,90000,Midwest,Billing
1068,2007,5,53,5,3,31,554,55,9,61,Female,60000,South,Service
1069,2007,5,-61,9,1,51,322,53,5,33,Female,40000,Midwest,Billing
1070,2022,5,-51,2,5,31,213,39,6,67,Male,40000,North,Service
1071,2009,1,70,2,5,26,223,42,5,66,Male,90000,Midwest,Billing
1072,2016,8,-26,6,3,33,491,73,10,24,Female,60000,North,Billing
1073,2016,1,94,2,2,37,322,68,7,47,Female,60000,Midwest,Billing
1074,2010,4,-89,5,3,42,259,48,7,36,Female,40000,Midwest,Billing
1075,2006,9,94,6,2,49,518,80,1,72,Female,50000,East,Service
1076,2016,5,-74,5,5,50,57,48,2,48,Male,60000,Midwest,Billing
1077,2009,5,12,1,2,39,213,81,7,40,Male,90000,Midwest,Billing
1078,2016,5,81,6,4,47,454,76,8,25,Male,60000,South,Billing
1079,2021,3,93,1,2,7,404,59,5,48,Female,60000,South,Service
1080,2021,3,-52,3,2,23,70,75,6,48,Female,30000,Midwest,Billing
1081,2014,5,43,5,2,14,513,50,10,43,Female,80000,North,Service
1082,2021,5,29,5,3,31,289,77,3,74,Female,90000,East,Technical
1083,2019,1,-41,5,1,19,470,91,7,45,Other,80000,South,Service
1084,2016,5,81,8,5,15,113,87,3,76,Other,40000,South,Technical
1085,2020,6,-71,5,4,51,75,47,7,56,Female,60000,West,Billing
1086,2012,7,-17,1,3,31,469,88,8,48,Other,80000,West,Billing
1087,2021,9,65,5,3,28,548,77,3,57,Other,70000,Midwest,Service
1088,2009,3,-73,3,1,17,467,92,2,36,Female,50000,Midwest,Billing
1089,2020,2,-76,4,1,36,165,41,6,46,Female,40000,Midwest,Billing
1090,2010,3,-5,8,3,41,212,63,5,37,Female,90000,North,Service
1091,2012,9,24,7,2,8,201,63,8,48,Other,80000,East,Billing
1092,2013,7,-91,5,5,17,568,82,2,27,Male,50000,South,Technical
1093,2016,5,6,2,3,13,149,63,4,79,Other,90000,North,Technical
1094,2019,2,-59,5,4,53,310,91,2,29,Other,90000,North,Billing
1095,2013,5,-61,6,1,38,337,33,2,73,Female,40000,South,Billing
1096,2017,4,-24,6,5,31,306,42,2,50,Male,70000,Midwest,Technical
1097,2019,2,4,9,1,52,559,71,1,73,Other,50000,Midwest,Billing
1098,2014,9,17,8,3,31,324,63,4,42,Male,60000,North,Technical
1099,2020,9,-59,8,3,5,82,85,2,42,Female,60000,South,Service
1100,2011,6,-54,1,1,16,461,76,9,70,Male,60000,Midwest,Technical
1101,2021,5,64,5,1,31,81,37,9,21,Female,70000,South,Billing
1102,2011,8,-79,7,3,15,101,84,5,21,Female,50000,West,Service
1103,2018,6,84,6,5,48,57,47,6,26,Female,30000,Midwest,Technical
1104,2019,1,6,5,1,55,498,63,3,32,Male,90000,North,Technical
1105,2011,4,-74,8,1,48,576,61,7,73,Male,30000,South,Billing
1106,2013,7,-60,3,1,48,430,53,1,43,Male,50000,Midwest,Billing
1107,2020,2,-21,6,1,18,230,36,9,32,Other,60000,South,Billing
1108,2012,9,61,5,2,31,495,42,4,43,Male,50000,South,Service
1109,2022,8,59,8,2,38,589,98,5,45,Male,70000,East,Service
1110,2022,8,-12,5,3,29,408,71,6,24,Male,90000,East,Technical
1111,2011,7,-35,8,1,8,206,60,3,49,Female,60000,East,Technical
1112,2007,4,-89,2,3,56,81,55,4,29,Male,90000,Midwest,Service
1113,2022,2,67,9,4,59,108,61,10,52,Female,60000,Midwest,Service
1114,2014,3,-28,5,3,30,414,63,3,69,Male,50000,Midwest,Technical
1115,2011,6,-25,6,5,31,322,49,6,49,Female,40000,South,Service
1116,2013,5,-11,4,2,14,243,69,5,26,Female,40000,Midwest,Technical
1117,2018,8,6,4,2,31,54,88,8,48,Other,60000,Midwest,Billing
1118,2007,6,-91,5,1,6,479,43,5,30,Other,30000,Midwest,Technical
1119,2013,5,-5,5,1,39,486,73,5,48,Female,60000,East,Service
1120,2017,1,-100,6,4,23,322,77,6,77,Female,70000,West,Service
1121,2013,4,6,7,3,10,227,72,1,48,Female,80000,Midwest,Service
1122,2007,5,-62,7,5,23,322,45,3,50,Female,30000,Midwest,Technical
1123,2009,3,-41,9,1,57,466,64,1,48,Other,80000,South,Service
1124,2015,9,-35,8,1,56,556,82,5,36,Other,80000,North,Technical
1125,2012,1,-36,5,4,55,407,63,3,47,Male,90000,Midwest,Service
1126,2016,6,78,6,4,12,133,32,2,33,Male,40000,Midwest,Billing
1127,2011,6,23,5,4,18,68,97,3,29,Female,50000,West,Service
1128,2019,10,63,1,3,14,487,34,5,27,Other,40000,South,Technical
1129,2021,5,51,9,3,7,393,63,8,19,Female,80000,South,Technical
1130,2008,5,6,9,3,42,164,81,3,35,Other,50000,East,Service
1131,2017,10,29,9,1,31,403,58,2,48,Other,90000,East,Technical
1132,2022,5,58,5,2,19,261,60,5,46,Female,70000,Midwest,Service
1133,2005,6,-44,3,4,27,68,95,1,41,Other,60000,West,Service
1134,2020,8,-23,1,1,27,76,98,4,55,Female,50000,South,Billing
1135,2013,2,93,8,2,22,65,66,8,29,Other,30000,West,Service
1136,2014,6,6,7,5,50,124,56,1,77,Male,40000,North,Technical
1137,2016,1,-86,5,2,23,390,62,5,77,Male,90000,South,Service
