ATM_ID,Location_Type,Manufacturer,Year_of_Installation,Service_Contract_Type,Last_Maintenance_Date,Frequency_of_Maintenance,Downtime_Duration_hours,Number_of_Incidents,Maintenance_Costs_USD,Transaction_Volumes,Average_Withdrawal_Amount,Card_Reader_Error_Rate_percent,Cash_Dispenser_Jam_Rate_percent,ATM_Age_Years
ATM_432,Bank Branch,Diebold,2019,Self-Service,15-08-2005,2,42.67,2,825.24,13512,89.1,3.97,3.07,20
ATM_433,Airport,Diebold,2021,Full-Service,03-06-2000,1,44.34,3,504.05,14458,127.9,2.32,2.86,15
ATM_434,Airport,NCR,2021,Self-Service,23-01-2019,1,39.1,2,330.62,17935,112.53,1.63,1.55,21
ATM_435,Standalone,Diebold,2019,Self-Service,16-06-2020,4,46.77,3,595.2,10013,101.16,3.33,0.06,3
ATM_436,Standalone,Wincor Nixdorf,2013,Self-Service,17-03-2002,2,52.8,1,541.47,7307,100.65,3.33,4.59,12
ATM_437,Bank Branch,Wincor Nixdorf,2001,Full-Service,11-03-2019,2,53.47,3,332.54,6776,145.14,2.26,2.7,16
ATM_438,Standalone,Diebold,2005,Parts-Only,16-08-2019,7,47.08,1,418.07,6398,95.23,3.84,1.45,14
ATM_439,Standalone,Diebold,2010,Self-Service,02-05-2002,2,54.8,5,600.95,19687,116.38,4.58,2.36,2
ATM_440,Standalone,NCR,2021,Parts-Only,26-06-2018,2,50.49,6,511.86,2606,118.95,2.18,2.69,17
ATM_441,Standalone,Diebold,2020,Parts-Only,18-06-2002,7,48.26,0,419.34,10019,110.77,3.62,4.66,12
ATM_442,Airport,NCR,2023,Self-Service,03-06-2000,3,50.49,3,819.23,17549,69.05,1.43,3.39,20
ATM_443,Airport,Wincor Nixdorf,2015,Parts-Only,19-02-2019,2,62.04,3,405.81,15771,76.85,0.44,1.41,2
ATM_444,Standalone,NCR,2013,Parts-Only,22-05-2009,2,59.61,2,492.14,3518,73.25,1.65,4.05,16
ATM_445,Shopping Mall,Wincor Nixdorf,2012,Full-Service,16-05-2001,1,48.56,1,290.8,16171,128.2,3.48,1.6,3
ATM_446,Airport,Diebold,2022,Self-Service,04-12-2005,1,46.31,1,612.06,16805,110.44,2.55,4.39,11
ATM_447,Bank Branch,Wincor Nixdorf,2006,Self-Service,03-06-2000,0,50.49,1,436.84,7017,116.02,2.93,1.16,12
ATM_448,Shopping Mall,Diebold,2008,Self-Service,23-07-2008,0,63.21,2,486.58,11978,106.38,2.79,3.52,18
ATM_449,Standalone,Diebold,2023,Self-Service,26-12-2015,0,49.34,4,443.97,18505,106.87,3.87,4.23,22
ATM_450,Standalone,Wincor Nixdorf,2005,Self-Service,03-03-2024,1,53.76,2,624.02,10191,110.11,1.45,2.52,6
ATM_451,Airport,Wincor Nixdorf,2022,Full-Service,10-04-2011,2,29.84,3,662.83,17581,101.2,3.02,2.15,14
ATM_452,Airport,Diebold,2012,Parts-Only,10-05-2009,2,53.71,5,695.53,5697,105.92,1.45,4.56,21
ATM_453,Airport,NCR,2023,Self-Service,03-01-2022,2,52.49,4,764.12,10191,89.68,3.19,2.42,20
ATM_454,Standalone,Wincor Nixdorf,2001,Parts-Only,12-02-2004,2,24.61,5,533.01,2925,91.69,0.95,3.6,4
ATM_455,Standalone,Wincor Nixdorf,2018,Self-Service,20-01-2007,5,39.44,2,614.88,17391,100.65,3.52,4.26,9
ATM_456,Standalone,NCR,2012,Self-Service,23-06-2009,2,57.15,3,339.91,15175,100.65,2.54,0.3,16
ATM_457,Airport,Wincor Nixdorf,2018,Self-Service,09-02-2022,4,46.56,0,504.99,9118,94.07,2.65,0.04,8
ATM_458,Airport,NCR,2009,Self-Service,24-12-2022,2,57.74,1,594.02,10191,90.29,3.26,4.44,8
ATM_459,Bank Branch,Diebold,2014,Self-Service,21-02-2006,4,41.98,1,740.88,1655,78.64,3.79,3.64,11
ATM_460,Standalone,NCR,2000,Full-Service,20-06-2017,2,31.82,1,492.61,10271,81.53,0.66,1.39,22
ATM_461,Bank Branch,Wincor Nixdorf,2015,Self-Service,15-05-2007,1,50.49,2,317.81,7864,100.65,1.43,4.89,9
ATM_462,Standalone,Diebold,2002,Self-Service,03-06-2000,2,50.49,1,418.3,17653,118.34,2.57,3.01,19
ATM_463,Bank Branch,Diebold,2023,Full-Service,03-06-2000,2,41.38,3,568.98,13313,100.65,3.6,2.79,12
ATM_464,Bank Branch,Diebold,2002,Self-Service,06-03-2012,1,55.93,2,275.97,2493,102.97,3.09,0.51,3
ATM_465,Standalone,Diebold,2013,Parts-Only,04-02-2014,1,54.35,3,5804.38,11891,110.5,3.37,0.9,16
ATM_466,Bank Branch,Diebold,2011,Full-Service,30-03-2015,4,45.42,3,483.47,2651,100.65,3.91,2.42,12
ATM_467,Airport,NCR,2022,Self-Service,09-02-2019,0,42.56,6,504.05,7490,99.98,3.72,2.6,11
ATM_468,Shopping Mall,NCR,2017,Self-Service,17-01-2024,0,55.62,4,716.41,10191,101.67,1.57,3.57,13
ATM_469,Shopping Mall,Diebold,2001,Self-Service,27-08-2006,1,66.55,3,517.01,8785,103.56,0.03,1.37,22
ATM_470,Standalone,Wincor Nixdorf,2015,Self-Service,02-11-2007,3,49.09,2,265.21,8494,59.9,4.19,2.36,22
ATM_471,Shopping Mall,Diebold,2012,Parts-Only,11-03-2007,0,42.19,3,466.26,7893,100.65,3.94,3.39,16
ATM_472,Standalone,Wincor Nixdorf,2008,Parts-Only,18-12-2001,0,42.5,5,490.73,14166,135.22,1.4,2.1,22
ATM_473,Airport,NCR,2012,Parts-Only,03-03-2001,1,61.13,3,504.05,3389,92.46,0.72,4.45,12
ATM_474,Bank Branch,NCR,2015,Parts-Only,05-02-2018,0,50.49,3,479.33,4661,101.67,0.69,1.32,1
ATM_475,Bank Branch,Diebold,2002,Parts-Only,16-09-2007,2,37.9,2,469.16,13842,100.65,4.5,2.62,13
ATM_476,Airport,Wincor Nixdorf,2004,Parts-Only,20-05-2014,1,56.07,4,353.7,12522,97.82,0.06,3.97,2
ATM_477,Airport,Diebold,2011,Parts-Only,10-03-2002,1,77.92,4,525.85,8490,137.52,4.74,3.79,15
ATM_478,Airport,NCR,2019,Full-Service,02-09-2009,3,55.38,4,407.11,1377,89.44,1.6,3.33,12
ATM_479,Airport,Wincor Nixdorf,2011,Parts-Only,15-06-2011,1,30.63,2,499.55,11367,111.91,2.04,4.43,0
ATM_480,Shopping Mall,NCR,2003,Full-Service,07-04-2021,2,62.04,4,417.61,10174,81.45,3.29,2.3,17
ATM_481,Bank Branch,Wincor Nixdorf,2003,Self-Service,13-08-2003,2,59.54,3,741.32,17704,105.35,0.96,2.6,12
ATM_482,Airport,Diebold,2023,Full-Service,24-10-2021,2,55.95,2,530.37,17443,92.56,3.08,2.52,2
ATM_483,Airport,Wincor Nixdorf,2003,Full-Service,14-08-2008,2,73.25,5,504.05,19016,85.42,1.34,3.89,13
ATM_484,Shopping Mall,Diebold,2012,Full-Service,12-11-2006,5,70,4,8120.86,11089,95.48,2.99,2.87,21
ATM_485,Shopping Mall,Wincor Nixdorf,2002,Self-Service,25-02-2009,4,75.31,6,504.05,18879,100.65,4.14,2.6,8
ATM_486,Shopping Mall,NCR,2021,Full-Service,03-04-2020,1,65.46,4,833.74,10255,92.18,3.16,2.26,20
ATM_487,Bank Branch,Wincor Nixdorf,2009,Self-Service,05-06-2006,1,47.92,3,553.7,4677,98.2,1.51,1.75,4
ATM_488,Standalone,Diebold,2010,Full-Service,03-06-2000,0,35.65,2,489.66,3153,93.61,2.72,4.2,13
ATM_489,Shopping Mall,Wincor Nixdorf,2011,Parts-Only,12-01-2023,2,84.23,4,752.72,13566,108.33,1.74,4.4,20
ATM_490,Shopping Mall,NCR,2020,Self-Service,29-04-2009,1,60.65,2,556.3,5042,79.21,4.73,3.04,11
ATM_491,Standalone,Wincor Nixdorf,2021,Parts-Only,23-11-2008,2,57.84,7,425.83,5193,113.19,2.65,3.67,13
ATM_492,Bank Branch,Diebold,2014,Parts-Only,27-02-2020,2,50.49,5,613.98,14516,103.97,4.28,3.07,0
ATM_493,Standalone,NCR,2015,Self-Service,17-08-2000,1,47.88,2,597.06,10784,104.28,2.01,1.87,5
ATM_494,Standalone,NCR,2009,Self-Service,17-01-2011,5,31.26,1,586.66,7760,73.23,2.05,3.82,12
ATM_495,Standalone,NCR,2017,Parts-Only,25-08-2020,3,52.68,3,322.49,5243,80.7,3.61,3.88,17
ATM_496,Airport,NCR,2005,Self-Service,18-09-2017,2,57.97,3,469.19,12691,74.45,2.67,1.52,12
ATM_497,Standalone,Wincor Nixdorf,2010,Self-Service,21-07-2000,0,58.38,3,477.06,19055,87.25,4.26,0.5,7
ATM_498,Bank Branch,Diebold,2000,Full-Service,18-06-2009,3,26.48,7,542.97,12247,99.2,3.33,4.37,18
ATM_499,Standalone,Wincor Nixdorf,2001,Self-Service,05-01-2003,2,55.5,3,575.73,3619,95.68,1.94,4.96,10
ATM_500,Standalone,Diebold,2016,Full-Service,03-06-2000,5,59.6,3,147.87,18125,95.17,0.15,4.01,0
ATM_501,Airport,NCR,2006,Parts-Only,26-04-2018,2,62.73,3,355.06,10191,100.65,1.26,4.31,11
ATM_502,Airport,Wincor Nixdorf,2003,Self-Service,27-01-2008,1,65.74,1,347.17,7649,122.13,0.88,4.23,11
ATM_503,Airport,NCR,2022,Self-Service,05-09-2014,5,57.21,2,693.83,10191,126.12,4.05,4.01,15
ATM_504,Shopping Mall,NCR,2015,Self-Service,11-03-2014,3,28.67,5,701.36,19487,126.52,2.56,4.79,13
ATM_505,Standalone,NCR,2015,Self-Service,03-06-2000,2,38.25,3,603.66,14283,100.65,2.23,4.45,12
ATM_506,Standalone,Wincor Nixdorf,2018,Full-Service,02-02-2016,2,68.24,3,504.05,11061,141.25,4.21,3.41,3
ATM_507,Shopping Mall,Diebold,2018,Parts-Only,25-07-2019,5,31.64,6,355.45,14853,97.54,3.89,1.11,1
ATM_508,Bank Branch,NCR,2011,Self-Service,11-09-2020,1,73.5,3,435.91,10950,98.76,2.06,4.29,19
ATM_509,Shopping Mall,Wincor Nixdorf,2005,Full-Service,12-10-2009,2,70.2,3,469.52,19820,100.65,1.49,4.2,12
ATM_510,Standalone,Wincor Nixdorf,2002,Full-Service,26-02-2009,2,28.65,2,460.59,1463,69.1,3.33,4.3,20
ATM_511,Bank Branch,Wincor Nixdorf,2001,Full-Service,09-08-2014,0,16.21,3,654.55,10004,102.24,4.09,3.74,1
ATM_512,Standalone,Wincor Nixdorf,2004,Full-Service,31-12-2012,3,33.22,0,493.58,11063,59.3,2.47,2.25,12
ATM_513,Standalone,Wincor Nixdorf,2012,Parts-Only,01-09-2013,0,59.82,5,278.16,6770,102.2,3.85,2.52,9
ATM_514,Standalone,Diebold,2009,Self-Service,12-10-2023,4,38.78,1,451.15,3417,63.76,0.97,1.7,10
ATM_515,Standalone,Wincor Nixdorf,2010,Full-Service,30-05-2021,1,61.94,3,545.1,9078,96.45,4.19,1.53,15
ATM_516,Airport,Diebold,2002,Self-Service,12-08-2013,0,38.32,3,411.6,8961,118.69,0.72,0.26,10
ATM_517,Standalone,Wincor Nixdorf,2001,Self-Service,09-09-2001,2,35.64,5,6771.16,7491,114.74,1.76,2.05,23
ATM_518,Airport,NCR,2012,Parts-Only,19-02-2007,2,56.09,3,621.33,6605,121.82,1.38,4.81,4
ATM_519,Airport,Diebold,2010,Self-Service,03-10-2000,4,44.22,2,475.29,10191,105.29,2.64,2.65,23
ATM_520,Shopping Mall,Wincor Nixdorf,2020,Parts-Only,07-08-2004,0,64.17,4,324.87,10191,95.76,2.65,2.09,9
ATM_521,Shopping Mall,NCR,2012,Self-Service,03-06-2000,3,55.29,1,382.29,8695,76.07,4.71,1.78,5
ATM_522,Standalone,Wincor Nixdorf,2020,Self-Service,31-01-2005,3,50.49,3,504.05,1374,103.67,1.16,1.22,5
ATM_523,Standalone,Diebold,2007,Self-Service,26-07-2015,5,62.86,5,412.47,10191,105.02,3.32,2.3,12
ATM_524,Standalone,Diebold,2023,Self-Service,19-10-2005,3,50.49,6,407.85,7719,100.65,2.55,3.57,17
ATM_525,Standalone,NCR,2017,Full-Service,22-10-2003,2,30.34,0,471.14,8020,95.63,1.92,1.17,11
ATM_526,Airport,Wincor Nixdorf,2005,Parts-Only,19-01-2017,2,25.07,2,393.66,10525,100.65,3.11,1.8,16
ATM_527,Airport,Diebold,2003,Full-Service,11-07-2003,2,50.49,4,146.71,3969,126.37,1.85,3.32,12
ATM_528,Shopping Mall,Wincor Nixdorf,2014,Self-Service,10-05-2014,2,53.68,4,400.27,1453,101.15,3.08,4.76,7
ATM_529,Shopping Mall,NCR,2014,Parts-Only,21-06-2005,1,48.34,4,637.33,15973,113.19,3.59,0.06,12
ATM_530,Airport,Wincor Nixdorf,2012,Full-Service,21-04-2008,3,81.19,2,504.05,14639,78.91,3.07,0.52,23
ATM_531,Standalone,Wincor Nixdorf,2003,Full-Service,27-12-2016,2,41.52,4,515.57,9920,100.65,2.6,0.3,22
ATM_532,Standalone,NCR,2014,Self-Service,03-12-2022,5,43.47,4,664.98,7299,118.45,0.71,0.74,22
ATM_533,Bank Branch,Diebold,2002,Self-Service,08-08-2017,2,32.57,5,504.05,10191,92.94,3.79,1.66,14
ATM_534,Shopping Mall,Diebold,2023,Full-Service,03-06-2000,3,54,3,597.35,17075,94.4,4.15,4.18,20
ATM_535,Standalone,Diebold,2017,Parts-Only,03-06-2000,2,49.18,4,638.43,15902,104.84,3.96,2.6,11
ATM_536,Shopping Mall,Diebold,2001,Self-Service,13-06-2020,3,37.99,2,523.2,9763,103.47,0.71,4.07,15
ATM_537,Standalone,Wincor Nixdorf,2016,Self-Service,28-10-2019,2,75.52,4,721.73,7006,94.92,2.23,1.71,12
ATM_538,Airport,Wincor Nixdorf,2023,Parts-Only,04-07-2005,1,36.79,3,404.68,4440,100.65,4.82,4.04,18
ATM_539,Bank Branch,NCR,2002,Self-Service,20-01-2013,2,90.42,5,531.88,19540,61.53,0.75,2.18,19
ATM_540,Bank Branch,Diebold,2014,Self-Service,07-09-2022,2,52.68,0,452.71,10191,132.93,0.67,3.97,12
ATM_541,Shopping Mall,NCR,2013,Full-Service,26-10-2001,1,45.52,3,708.26,11864,63.61,0.01,1.29,7
ATM_542,Shopping Mall,Wincor Nixdorf,2022,Full-Service,06-01-2018,1,46.56,1,224.5,14262,128.26,2.65,2.6,1
ATM_543,Bank Branch,Diebold,2012,Parts-Only,19-11-2006,1,51.12,4,492.18,7430,112.3,4.34,2.57,22
ATM_544,Airport,NCR,2004,Parts-Only,14-10-2015,0,70.01,6,520.93,10425,66.55,2.06,3.78,19
ATM_545,Airport,Diebold,2001,Parts-Only,21-01-2022,3,71.81,2,454.48,18878,78.14,3.71,2.6,7
ATM_546,Airport,Wincor Nixdorf,2012,Full-Service,16-07-2020,2,49.73,3,744.2,10191,97.93,2.97,2.95,12
ATM_547,Shopping Mall,NCR,2006,Self-Service,14-04-2017,2,50.49,0,679.77,12001,99.11,0.77,3.11,2
ATM_548,Shopping Mall,Diebold,2014,Full-Service,12-05-2012,2,41.29,2,198.68,8120,104,3.27,1.5,19
ATM_549,Standalone,Diebold,2008,Parts-Only,02-05-2001,2,41.04,6,624.29,15264,140.13,3.08,1.1,12
ATM_550,Airport,Wincor Nixdorf,2008,Self-Service,17-08-2016,2,40.56,3,504.05,10191,127.13,4.38,2.55,5
ATM_551,Shopping Mall,NCR,2017,Parts-Only,08-01-2018,2,64.67,4,273.3,10191,150.75,1.69,2.6,14
ATM_552,Bank Branch,Diebold,2022,Self-Service,08-12-2022,1,50.49,1,525.35,11414,129.45,1.96,2.7,1
ATM_553,Standalone,Wincor Nixdorf,2012,Parts-Only,18-09-2021,1,44.26,2,385.64,10916,122.88,2.65,4.06,7
ATM_554,Bank Branch,NCR,2019,Parts-Only,10-11-2013,2,50.49,3,779.72,10191,75.42,4.58,4.08,20
ATM_555,Standalone,Wincor Nixdorf,2011,Self-Service,14-08-2009,3,55.85,3,273.41,18205,87.99,4.95,2.77,17
ATM_556,Bank Branch,Diebold,2004,Self-Service,03-01-2002,0,50.49,6,447.77,11508,92.13,1.1,2.06,12
ATM_557,Standalone,NCR,2012,Self-Service,03-06-2000,1,64.17,3,489.91,5384,88.66,2.65,3.26,12
ATM_558,Airport,Wincor Nixdorf,2019,Full-Service,28-07-2009,2,52.52,6,355.88,11442,100.65,2.95,1.81,12
ATM_559,Bank Branch,Diebold,2009,Self-Service,01-09-2013,3,25.81,3,504.05,9793,100.65,2.72,4.31,12
ATM_560,Standalone,NCR,2011,Self-Service,12-08-2017,0,45.1,3,330.83,4776,97.88,4.09,0.38,21
ATM_561,Bank Branch,Wincor Nixdorf,2007,Parts-Only,03-10-2013,1,45.93,3,480.81,7126,110.84,4.68,4.63,0
ATM_562,Airport,Diebold,2020,Full-Service,26-07-2005,1,76.61,4,555,7280,106.55,3.29,2.6,5
ATM_563,Shopping Mall,Diebold,2010,Self-Service,03-02-2010,1,84.08,2,817.64,8867,80.81,2.58,3.95,15
ATM_564,Standalone,Wincor Nixdorf,2007,Parts-Only,20-05-2024,2,88.91,3,654.15,2655,107.64,4.43,4.55,17
ATM_565,Airport,Wincor Nixdorf,2014,Parts-Only,19-12-2015,2,25.69,1,696.39,14050,79.12,1.33,2.45,0
ATM_566,Airport,NCR,2022,Full-Service,26-12-2021,0,38.91,0,632.54,19024,143.29,1.97,3.46,13
ATM_567,Shopping Mall,NCR,2016,Full-Service,06-10-2013,3,57.55,0,504.05,15934,102.11,1.73,4.74,16
ATM_568,Airport,Diebold,2018,Self-Service,03-06-2000,4,46.94,0,504.05,9219,99.46,1.78,4.37,23
ATM_569,Standalone,Diebold,2023,Full-Service,03-10-2016,1,25.22,3,698.83,17012,54.78,2.65,0.1,8
ATM_570,Standalone,NCR,2019,Self-Service,26-09-2015,2,41.99,4,504.05,4505,92.86,2.65,3.23,2
ATM_571,Airport,Diebold,2012,Self-Service,04-01-2008,4,56.01,3,279.06,11094,100.65,4.79,4.4,6
ATM_572,Shopping Mall,NCR,2008,Full-Service,29-10-2014,1,57.37,3,718.43,15122,79.03,2.36,0.45,8
ATM_573,Shopping Mall,Wincor Nixdorf,2018,Parts-Only,25-06-2013,5,32.23,1,522.56,4742,151.33,1.48,2.6,15
ATM_574,Shopping Mall,Diebold,2012,Parts-Only,25-03-2005,4,69.92,2,582.03,6387,100.65,0.53,0.98,10
ATM_575,Airport,Wincor Nixdorf,2016,Self-Service,26-09-2016,4,38.16,2,396.41,18673,108.86,2.65,1.74,13
ATM_576,Bank Branch,Wincor Nixdorf,2000,Full-Service,03-06-2000,1,53.59,2,843.95,6765,128.71,4.88,0.71,9
ATM_577,Airport,Wincor Nixdorf,2008,Self-Service,19-02-2013,3,36.41,1,470.13,6129,103.42,3.93,3.32,21
ATM_578,Bank Branch,NCR,2008,Parts-Only,03-06-2000,2,77.36,4,239.98,14212,74.44,4.57,0.33,22
ATM_579,Shopping Mall,Diebold,2019,Self-Service,15-03-2016,3,58.5,0,384.02,10191,122.62,4.19,3.13,6
ATM_580,Standalone,NCR,2016,Parts-Only,07-03-2003,2,38.83,3,539.89,5454,92.01,4.16,3.22,3
ATM_581,Standalone,Wincor Nixdorf,2012,Parts-Only,29-08-2010,3,50.49,3,485.83,13610,80.85,4.27,0.94,4
ATM_582,Airport,Wincor Nixdorf,2007,Self-Service,20-12-2014,3,79.74,3,387.83,12823,93.05,4.75,3.67,3
ATM_583,Bank Branch,Diebold,2000,Full-Service,28-01-2004,2,32.59,3,547.24,10191,113.66,4.21,3.64,12
ATM_584,Airport,Diebold,2007,Self-Service,05-12-2014,3,44.01,4,645.72,18391,100.12,0.53,2.6,19
ATM_585,Airport,Diebold,2010,Self-Service,08-08-2006,2,18.96,3,364.9,14694,93.57,1.97,1.72,5
ATM_586,Standalone,NCR,2020,Full-Service,09-03-2023,2,50.72,3,462.52,4478,79.23,1.67,2.07,11
ATM_587,Airport,Diebold,2006,Full-Service,23-11-2023,2,61.48,1,461.1,8433,80.17,3.07,3.77,13
ATM_588,Bank Branch,Diebold,2012,Self-Service,21-06-2006,1,38.41,3,461.38,15914,111.2,3.32,4.93,1
ATM_589,Airport,NCR,2009,Self-Service,03-06-2005,4,47.95,4,245.72,14487,130.42,3.98,2.26,12
ATM_590,Airport,Diebold,2005,Self-Service,19-07-2022,1,38.86,3,453.25,15799,79.22,2.65,1.73,20
ATM_591,Shopping Mall,NCR,2006,Self-Service,24-01-2002,1,50.49,1,707.58,10191,80.32,3.23,0.92,21
ATM_592,Airport,Diebold,2002,Self-Service,30-06-2004,2,50.49,2,499.13,18245,79.65,1.51,0.54,9
ATM_593,Airport,NCR,2005,Self-Service,28-02-2008,2,50.49,2,631.54,17494,108.19,0.93,0.78,19
ATM_594,Shopping Mall,Diebold,2019,Full-Service,03-02-2023,1,59.55,3,504.05,5585,103.58,4.22,4.81,16
ATM_595,Standalone,Diebold,2003,Self-Service,07-12-2021,1,64.44,0,620.93,11876,103.13,3.75,0.5,15
ATM_596,Shopping Mall,Wincor Nixdorf,2023,Parts-Only,21-10-2019,2,34.32,2,420.64,3536,76.5,0.36,1.11,12
ATM_597,Airport,Wincor Nixdorf,2022,Full-Service,03-06-2000,5,25.56,0,521.75,11968,99.02,3.65,3.29,4
ATM_598,Bank Branch,Wincor Nixdorf,2005,Parts-Only,03-06-2000,1,50.49,2,782.89,11200,103.65,3.68,4.13,15
ATM_599,Bank Branch,Diebold,2009,Self-Service,02-08-2018,2,58.8,4,453.21,4341,117.06,0.36,3.88,10
ATM_600,Airport,Diebold,2015,Self-Service,19-11-2009,2,50.49,3,550.76,12439,105.44,1.77,3.35,15
ATM_601,Standalone,Diebold,2000,Full-Service,26-06-2005,2,52.72,1,471.86,15804,136.11,2.65,2.6,23
ATM_602,Bank Branch,Diebold,2022,Self-Service,11-02-2000,2,20.3,0,362.17,13957,122.26,1.98,2.8,20
ATM_603,Bank Branch,NCR,2020,Parts-Only,17-10-2018,1,45.49,6,594.19,11828,65.06,3.78,3.91,5
ATM_604,Bank Branch,NCR,2005,Self-Service,24-01-2018,0,54.38,1,320.38,10191,113.11,3.39,0.18,23
ATM_605,Standalone,Diebold,2000,Full-Service,08-02-2024,0,55.2,7,561.27,9459,113.78,2.65,0.99,7
ATM_606,Shopping Mall,NCR,2012,Self-Service,06-07-2015,1,50.49,2,411.63,8778,95.42,0.42,0.47,7
ATM_607,Standalone,Diebold,2020,Self-Service,29-05-2011,2,43.72,2,504.05,11338,79.12,4.49,2.21,17
ATM_608,Standalone,Wincor Nixdorf,2002,Parts-Only,17-04-2013,1,53.07,3,468.15,3989,99.11,2.65,1.94,14
ATM_609,Bank Branch,Diebold,2013,Self-Service,03-06-2000,2,36.36,2,541.37,10191,111.29,0.17,1.87,0
ATM_610,Standalone,Wincor Nixdorf,2015,Full-Service,11-12-2000,1,41.78,4,557.21,2540,112.01,1.09,2.83,20
ATM_611,Airport,Diebold,2008,Self-Service,08-07-2021,1,50.49,3,448.73,10191,100.65,1.16,0.47,19
ATM_612,Shopping Mall,Diebold,2005,Full-Service,20-05-2008,2,31.63,3,483.96,4859,61.71,0.28,0.36,13
ATM_613,Bank Branch,Diebold,2014,Self-Service,10-02-2014,3,32.15,0,439.4,10191,85.54,3.48,2.6,12
ATM_614,Airport,Wincor Nixdorf,2018,Parts-Only,11-03-2019,3,41.18,0,540.78,7711,119.48,2.65,1.17,0
ATM_615,Airport,NCR,2012,Parts-Only,30-07-2014,3,55.87,2,546.61,13902,115.61,0.25,0.96,15
ATM_616,Shopping Mall,Diebold,2023,Self-Service,21-09-2010,3,59.39,3,653.38,12755,89.5,2.65,4.13,22
ATM_617,Shopping Mall,NCR,2006,Parts-Only,27-05-2017,2,61.14,3,547.18,10191,122.43,4.79,1.73,23
ATM_618,Shopping Mall,Diebold,2020,Self-Service,01-05-2014,2,50.49,2,660.13,8973,96.86,0.91,3.11,12
ATM_619,Shopping Mall,NCR,2011,Full-Service,03-06-2000,0,62.42,3,504.05,11388,125.53,1.99,4.67,7
ATM_620,Standalone,Wincor Nixdorf,2003,Full-Service,22-01-2013,5,39.08,3,719.51,10191,97.28,0.2,4.55,22
ATM_621,Shopping Mall,Diebold,2002,Parts-Only,15-10-2007,2,37.58,0,444.43,12828,104.35,4.49,2.6,6
ATM_622,Standalone,NCR,2022,Full-Service,15-05-2023,1,43.82,3,550.96,19960,76.08,4.55,0.15,11
ATM_623,Airport,NCR,2018,Self-Service,11-11-2003,4,64.22,3,659.12,18916,121.45,1.75,4.04,21
ATM_624,Standalone,NCR,2000,Self-Service,02-03-2020,1,46.43,2,550.11,5753,100.65,1.18,3.46,1
ATM_625,Airport,Diebold,2003,Self-Service,03-11-2014,0,62.9,3,569.78,4765,73.43,0.91,2.73,14
ATM_626,Bank Branch,NCR,2018,Full-Service,19-11-2011,0,31.77,6,492,2516,101.28,1.77,2.6,2
ATM_627,Bank Branch,Wincor Nixdorf,2006,Full-Service,15-12-2017,6,80.91,4,544.73,3328,136.37,4.94,0.55,12
ATM_628,Standalone,NCR,2002,Full-Service,03-06-2000,3,47.45,2,557.49,12772,118.55,1.2,4.16,8
ATM_629,Standalone,Diebold,2016,Self-Service,12-07-2002,2,52.15,2,530.47,11648,121.69,0.48,0.36,8
ATM_630,Bank Branch,Wincor Nixdorf,2012,Parts-Only,03-12-2018,2,66.44,2,485.1,16787,116.53,0.13,0.17,17
ATM_631,Standalone,NCR,2009,Full-Service,11-07-2013,3,34.39,2,479.47,2510,109.91,0.07,3.88,2
ATM_632,Standalone,Diebold,2015,Self-Service,03-06-2000,1,58.21,6,512.88,6915,104.36,1.8,0.64,8
ATM_633,Standalone,Diebold,2012,Self-Service,14-05-2005,1,50.49,1,480.52,4017,86.44,1.76,4.91,1
ATM_634,Bank Branch,NCR,2006,Parts-Only,26-02-2006,2,33.43,3,389.55,5308,81.25,2.65,2.58,18
ATM_635,Standalone,Diebold,2016,Self-Service,07-05-2018,3,53.7,0,504.05,10175,119.97,2.91,3.44,6
ATM_636,Shopping Mall,Wincor Nixdorf,2008,Parts-Only,03-06-2000,1,62.24,1,277.96,17768,73.17,4.49,1.53,12
ATM_637,Shopping Mall,Diebold,2012,Self-Service,13-12-2005,3,51.37,2,504.87,3799,72.92,4.14,3.5,22
ATM_638,Standalone,Diebold,2019,Parts-Only,15-02-2016,0,68.41,2,424.26,17847,100.65,3.42,4.04,12
ATM_639,Bank Branch,Diebold,2007,Parts-Only,04-07-2022,2,53.72,5,482.23,1613,124.18,3.16,2.95,14
ATM_640,Bank Branch,NCR,2012,Parts-Only,27-12-2010,0,42.44,4,577.6,7737,107.05,2.29,3.06,18
ATM_641,Airport,NCR,2019,Parts-Only,03-06-2000,1,50.48,4,409.76,10191,143.27,0.62,1.49,3
ATM_642,Standalone,Diebold,2000,Self-Service,03-06-2000,4,28.76,1,617.63,3737,100.65,1.03,0.29,12
ATM_643,Airport,Diebold,2022,Self-Service,02-02-2009,0,762.36,3,227.92,9302,74.89,3.31,1.06,3
ATM_644,Shopping Mall,NCR,2014,Self-Service,04-07-2003,3,34.19,4,416.57,15438,106.58,0.6,2.6,20
ATM_645,Standalone,NCR,2007,Self-Service,25-08-2013,5,60.36,4,672.95,19946,127.46,1.37,2.26,3
ATM_646,Shopping Mall,NCR,2002,Parts-Only,12-03-2009,5,27.25,1,626.82,10172,149.45,0.31,2.6,19
ATM_647,Airport,Diebold,2009,Parts-Only,21-03-2001,4,40.83,4,385.01,12606,79.92,4.49,4.54,8
ATM_648,Shopping Mall,Diebold,2022,Self-Service,29-04-2014,1,77.33,1,504.05,19344,102.6,0.59,3.68,21
